12	1.08275	1.11192
16	1.05285	1.20955
20	1.0455	1.26843
24	1.00065	1.22962
28	1.00066	1.21803
32	0.994179	1.23111
36	0.984206	1.20295
40	0.979345	1.21827
44	0.969307	1.22859
48	0.951148	1.24562
52	0.943632	1.24707
56	0.955041	1.22439
60	0.950849	1.20168
64	0.942486	1.19026
68	0.945283	1.23024
72	0.939802	1.25013
76	0.929997	1.23771
80	0.912175	1.2494
84	0.919019	1.2231
88	0.925287	1.22963
92	0.924216	1.21823
96	0.910241	1.2499
100	0.913139	1.23347
104	0.916038	1.24311
108	0.904187	1.25413
112	0.912562	1.25251
116	0.903368	1.24203
120	0.896477	1.22079
124	0.896382	1.29724
128	0.896501	1.2406
132	0.890311	1.24274
136	0.899542	1.25777
140	0.887284	1.21747
144	0.883729	1.25337
148	0.886368	1.22688
152	0.884226	1.23151
156	0.881978	1.22885
160	0.884394	1.24929
164	0.864176	1.26428
168	0.873613	1.27364
172	0.874929	1.26048
176	0.883508	1.23275
180	0.88646	1.20539
184	0.875238	1.21984
188	0.88879	1.2123
192	0.865415	1.287
196	0.872108	1.21707
200	0.874804	1.23607
204	0.863336	1.25514
208	0.859773	1.24591
212	0.861541	1.223
216	0.865283	1.22532
220	0.862236	1.24434
224	0.857629	1.24804
228	0.859167	1.23607
232	0.858984	1.22967
236	0.86327	1.24449
240	0.855224	1.24973
244	0.841352	1.28177
248	0.843541	1.25943
252	0.856059	1.22277
256	0.858064	1.22014
260	0.849697	1.20172
264	0.84348	1.26133
268	0.846342	1.24396
272	0.845073	1.2328
276	0.838441	1.25767
280	0.839092	1.25107
284	0.845007	1.22024
288	0.850784	1.19985
292	0.84234	1.23528
296	0.844905	1.20331
300	0.843528	1.23019
304	0.838996	1.19041
308	0.847996	1.21831
312	0.837325	1.22838
316	0.842678	1.19328
320	0.840384	1.21744
324	0.842041	1.17822
328	0.835246	1.2243
332	0.833594	1.2324
336	0.839958	1.20608
340	0.822598	1.22656
344	0.827651	1.23068
348	0.837442	1.19304
