12	1.82059	1.05322	1.20288
16	1.68249	1.11469	1.25099
20	1.62815	1.09068	1.24364
24	1.58682	1.06837	1.22249
28	1.54593	1.06121	1.29438
32	1.52284	1.06929	1.17983
36	1.50162	1.05786	1.35675
40	1.48165	1.05346	1.25149
44	1.44047	1.06887	1.20018
48	1.43792	1.0534	1.16228
52	1.42662	1.04854	1.19057
56	1.41497	1.03393	1.27265
60	1.42222	1.01932	1.25706
64	1.40291	1.02342	1.26187
68	1.39068	1.01749	1.28186
72	1.38063	1.01893	1.27989
76	1.37153	1.01432	1.32194
80	1.3718	1.01339	1.26538
84	1.37147	1.01444	1.28308
88	1.35715	1.00573	1.24764
92	1.35224	0.999495	1.24614
96	1.3501	0.99371	1.31263
100	1.3395	0.995724	1.22175
104	1.33411	0.990661	1.28429
108	1.34201	0.991074	1.20973
112	1.34661	0.988149	1.23898
116	1.3282	0.992774	1.26472
120	1.33438	0.980186	1.26211
124	1.3279	0.977887	1.27724
128	1.32257	0.97633	1.27309
132	1.31244	0.978049	1.2696
136	1.30494	0.981749	1.29206
140	1.3047	0.978291	1.27077
144	1.30705	0.970428	1.32121
148	1.30851	0.978735	1.23874
152	1.2975	0.973573	1.30757
156	1.29673	0.965903	1.2893
160	1.29987	0.960981	1.25779
164	1.29565	0.964222	1.25831
168	1.29292	0.957593	1.32867
172	1.29552	0.962654	1.29099
176	1.29718	0.947614	1.32172
180	1.28539	0.950479	1.33959
184	1.27883	0.957459	1.2992
188	1.27393	0.956554	1.30773
192	1.28424	0.934985	1.39736
196	1.28776	0.950109	1.28193
200	1.2866	0.942328	1.30789
204	1.27069	0.957246	1.26952
208	1.28238	0.945989	1.27793
212	1.26971	0.944352	1.29074
216	1.26709	0.944779	1.31673
220	1.28312	0.938986	1.23985
224	1.27209	0.944279	1.26268
228	1.26705	0.941925	1.27621
232	1.2744	0.939034	1.25601
236	1.2722	0.932895	1.32365
240	1.266	0.942686	1.22159
244	1.26617	0.935026	1.3092
248	1.26292	0.936305	1.27923
252	1.2644	0.928711	1.29106
256	1.26005	0.932172	1.28564
260	1.26407	0.933531	1.28695
264	1.26354	0.931514	1.24204
268	1.25958	0.932249	1.25213
272	1.25951	0.9227	1.27194
276	1.26237	0.92514	1.30139
280	1.26499	0.926761	1.26872
284	1.25584	0.92275	1.28098
288	1.25643	0.917469	1.27855
292	1.24946	0.930072	1.24774
296	1.25134	0.925337	1.26019
300	1.25425	0.924254	1.25753
304	1.25149	0.92551	1.22731
308	1.24887	0.920234	1.29048
312	1.24797	0.916181	1.26331
316	1.24916	0.915425	1.2935
320	1.25122	0.913821	1.29314
324	1.25403	0.91604	1.24568
328	1.24796	0.913076	1.27375
332	1.24821	0.908347	1.26349
336	1.24448	0.913209	1.25947
340	1.24706	0.911373	1.2668
344	1.24645	0.911319	1.26973
348	1.25068	0.906606	1.25247
