12	1.00668	1.16017
16	0.976009	1.20118
20	0.953472	1.21516
24	0.923576	1.20109
28	0.929168	1.15528
32	0.92389	1.12317
36	0.908254	1.12034
40	0.90426	1.13224
44	0.899846	1.13024
48	0.883565	1.14593
52	0.87882	1.14208
56	0.885386	1.11795
60	0.881483	1.1108
64	0.875678	1.10957
68	0.872707	1.11957
72	0.865524	1.13664
76	0.864413	1.13429
80	0.857297	1.1286
84	0.854829	1.13081
88	0.857445	1.1336
92	0.85898	1.11256
96	0.850091	1.13564
100	0.849542	1.13026
104	0.850976	1.1287
108	0.845551	1.13899
112	0.846398	1.13333
116	0.841898	1.12962
120	0.83546	1.13029
124	0.831603	1.15651
128	0.835842	1.11975
132	0.832926	1.12256
136	0.832545	1.13997
140	0.825513	1.13025
144	0.823862	1.14187
148	0.825302	1.12027
152	0.821317	1.12406
156	0.822757	1.10785
160	0.819809	1.13005
164	0.818616	1.12409
168	0.819195	1.12995
172	0.808723	1.14206
176	0.81945	1.1136
180	0.82427	1.0843
184	0.814475	1.12107
188	0.819124	1.11255
192	0.80706	1.14724
196	0.807818	1.12918
200	0.808411	1.13854
204	0.805985	1.13238
208	0.802709	1.12146
212	0.804697	1.1143
216	0.803511	1.12589
220	0.79531	1.14401
224	0.796933	1.14396
228	0.79787	1.13265
232	0.799699	1.11751
236	0.800435	1.12209
240	0.79244	1.13404
244	0.793499	1.13738
248	0.791608	1.1357
252	0.796504	1.13059
256	0.79998	1.10468
260	0.792808	1.1056
264	0.788332	1.13427
268	0.789757	1.11836
272	0.790061	1.11303
276	0.786596	1.12476
280	0.783021	1.12324
284	0.789552	1.12082
288	0.788793	1.09738
292	0.784032	1.12294
296	0.782979	1.10612
300	0.785797	1.10935
304	0.78222	1.10623
308	0.783002	1.1122
312	0.781246	1.1078
316	0.780906	1.11031
320	0.778557	1.10746
324	0.77852	1.09443
328	0.776621	1.1025
332	0.780405	1.10709
336	0.781268	1.10526
340	0.773236	1.09668
344	0.774301	1.11156
348	0.77496	1.09942
