12	1.75053	0.987209	1.31343
16	1.63127	1.02579	1.29269
20	1.56798	1.01846	1.26553
24	1.52364	1.00791	1.23803
28	1.49162	0.997965	1.24889
32	1.46123	0.998532	1.22553
36	1.44803	0.984361	1.26915
40	1.42418	0.986196	1.21083
44	1.39626	0.983253	1.18153
48	1.39327	0.971557	1.1983
52	1.37432	0.97257	1.17858
56	1.36851	0.966359	1.18127
60	1.35539	0.95471	1.19975
64	1.34956	0.954803	1.20296
68	1.34606	0.950603	1.19718
72	1.33613	0.950521	1.19323
76	1.32959	0.941168	1.21411
80	1.32347	0.942915	1.18468
84	1.31926	0.941962	1.19206
88	1.30848	0.938791	1.19116
92	1.30457	0.933687	1.16574
96	1.30189	0.931012	1.18906
100	1.29848	0.928698	1.17442
104	1.28967	0.928411	1.20243
108	1.28919	0.922805	1.18642
112	1.29311	0.921286	1.16932
116	1.2847	0.91871	1.19005
120	1.28315	0.915557	1.20162
124	1.27971	0.910914	1.19526
128	1.27187	0.912921	1.20041
132	1.27057	0.911475	1.18489
136	1.2666	0.908495	1.20439
140	1.26457	0.906869	1.18342
144	1.26344	0.905188	1.19985
148	1.26718	0.903742	1.17723
152	1.25479	0.903383	1.21244
156	1.25067	0.900975	1.21266
160	1.25704	0.895552	1.17488
164	1.25131	0.896293	1.19641
168	1.24669	0.894253	1.20276
172	1.25336	0.890283	1.1946
176	1.25655	0.886654	1.191
180	1.24247	0.887396	1.22177
184	1.23693	0.888416	1.20904
188	1.24034	0.890406	1.19324
192	1.24069	0.883247	1.21398
196	1.23829	0.887262	1.18259
200	1.23357	0.879524	1.2151
204	1.23178	0.88645	1.17424
208	1.23683	0.878116	1.198
212	1.23379	0.879752	1.18848
216	1.22821	0.876565	1.21356
220	1.23231	0.877035	1.17769
224	1.22817	0.880744	1.17323
228	1.22946	0.875263	1.18507
232	1.22585	0.879575	1.17341
236	1.22778	0.871311	1.19623
240	1.21744	0.87829	1.15968
244	1.22033	0.871399	1.2007
248	1.22053	0.871474	1.19618
252	1.21791	0.87205	1.17438
256	1.21762	0.868742	1.18439
260	1.22077	0.865707	1.18833
264	1.22044	0.865768	1.17611
268	1.21465	0.865476	1.177
272	1.21451	0.861925	1.19009
276	1.21517	0.868081	1.18178
280	1.21498	0.866319	1.1577
284	1.21056	0.86321	1.1723
288	1.20737	0.859812	1.18425
292	1.21676	0.859554	1.17274
296	1.20961	0.86041	1.17238
300	1.20833	0.857988	1.17135
304	1.20888	0.86155	1.15619
308	1.20939	0.859705	1.17386
312	1.20717	0.857529	1.16373
316	1.20706	0.858029	1.16665
320	1.20737	0.858505	1.15812
324	1.20872	0.852865	1.16017
328	1.20682	0.851929	1.16541
332	1.20455	0.852267	1.14751
336	1.20179	0.850274	1.1701
340	1.20597	0.849125	1.16294
344	1.19916	0.859125	1.14037
348	1.20667	0.848494	1.15208
