12	1.81585	1.119	1.75801	0.0398308	0.0555573	0.297023
16	1.72055	1.2138	1.3588	0.0343715	0.0474983	0.175226
20	1.71241	1.12349	1.51783	0.0329053	0.0450579	0.250661
24	1.5501	1.17273	1.44272	0.0285606	0.0375443	0.153206
28	1.56229	1.09749	1.36496	0.0288451	0.0353455	0.129693
32	1.48536	1.09285	1.5093	0.0254285	0.0322337	0.154193
36	1.48404	1.0971	1.41948	0.0247152	0.0292408	0.128379
40	1.50723	1.10896	1.37258	0.02456	0.0269289	0.12069
44	1.48263	1.13226	1.1708	0.0231788	0.0235632	0.0804687
48	1.41091	1.1521	1.32283	0.0233355	0.0246106	0.0868832
52	1.43316	1.08766	1.1701	0.0221521	0.0211272	0.085419
56	1.44926	1.04785	1.43415	0.0227958	0.0220366	0.097379
60	1.42795	1.07453	1.35487	0.0206766	0.0220147	0.0857069
64	1.44207	1.05897	1.26348	0.0213362	0.0213334	0.0825434
68	1.41918	1.05421	1.3859	0.0210223	0.0202567	0.08119
72	1.37273	1.06538	1.49793	0.0204495	0.0228326	0.0769969
76	1.41365	1.03154	1.48421	0.0193184	0.0196589	0.0773263
80	1.44391	1.04696	1.31033	0.0210657	0.021112	0.0709972
84	1.34747	1.06162	1.53987	0.0204154	0.0220464	0.0952147
88	1.34009	1.12303	1.24509	0.018769	0.0200627	0.0658241
92	1.40784	1.00386	1.39541	0.0194631	0.0188832	0.067128
96	1.33638	1.06796	1.36622	0.0182089	0.0185304	0.0753311
100	1.33109	1.05825	1.18673	0.0184438	0.0187208	0.0647965
104	1.34412	1.0009	1.63014	0.0190957	0.0182531	0.0674954
108	1.30899	1.06369	1.3198	0.0173233	0.017601	0.0588684
112	1.31364	1.05497	1.24722	0.0172206	0.0179695	0.0579327
116	1.34718	1.03126	1.43821	0.0173624	0.0172429	0.0581175
120	1.33316	1.03967	1.20008	0.0178429	0.0162454	0.0576049
124	1.3142	1.04628	1.36751	0.0175411	0.016939	0.0648756
128	1.29827	1.018	1.26596	0.0158335	0.0154149	0.0544574
132	1.33507	1.00547	1.37272	0.0174524	0.0159173	0.0482649
136	1.32031	1.02529	1.49436	0.0179488	0.0160104	0.0617366
140	1.32398	0.981954	1.43479	0.0163757	0.0152251	0.0560256
144	1.33461	1.05279	1.19497	0.0181541	0.0162328	0.0581073
148	1.30461	1.05259	1.32873	0.0179146	0.0172254	0.0605129
152	1.28955	1.05399	1.13774	0.0172567	0.0172617	0.0533648
156	1.27429	1.0602	1.25412	0.0158095	0.0162618	0.0619731
160	1.29563	1.03944	1.19927	0.0159557	0.0159956	0.0559926
164	1.3116	0.989344	1.46313	0.0160894	0.015299	0.053265
168	1.31496	1.01368	1.41315	0.0183117	0.0159683	0.0460609
172	1.26301	1.02749	1.32812	0.0156568	0.0150647	0.0544871
176	1.26112	1.00144	1.54666	0.0145621	0.0143062	0.0516561
180	1.30684	0.971582	1.5202	0.0160283	0.014759	0.0567787
184	1.25868	0.999814	1.51658	0.0158256	0.014864	0.0557829
188	1.29351	0.97551	1.46178	0.0157752	0.0157678	0.0538005
192	1.29197	0.976967	1.42755	0.0161384	0.0156258	0.0454062
196	1.29024	0.982235	1.29171	0.0168324	0.0148235	0.048161
200	1.2823	0.951742	1.50492	0.015567	0.0142134	0.0395093
204	1.26973	0.977066	1.54304	0.0155241	0.014491	0.0506843
208	1.24794	1.03887	1.29236	0.0146321	0.0146606	0.0482041
212	1.2898	0.976845	1.3413	0.0155649	0.0139993	0.0482169
216	1.29751	0.969097	1.49593	0.0157392	0.0140373	0.0467234
220	1.28665	0.984539	1.46623	0.0154505	0.0139859	0.0522207
224	1.25029	0.995585	1.25641	0.0144871	0.0134614	0.0410477
228	1.27106	1.00187	1.31673	0.015084	0.0138612	0.0474414
232	1.29018	0.959113	1.44288	0.0148344	0.0132179	0.0417872
236	1.2287	0.995368	1.38639	0.0150047	0.0133834	0.0442138
240	1.22419	1.01971	1.34704	0.0153836	0.0137154	0.038363
244	1.26372	1.0064	1.37635	0.0158671	0.0138815	0.0453624
248	1.22994	1.00496	1.27161	0.0141917	0.0138041	0.0428211
252	1.25463	0.985122	1.37262	0.0159204	0.0144959	0.0422776
256	1.27435	0.942997	1.53376	0.0153109	0.0135455	0.0423821
260	1.25831	0.960697	1.49128	0.0155646	0.0141789	0.0439857
264	1.2654	0.9805	1.21904	0.0150159	0.0123173	0.0361509
268	1.26957	0.952637	1.42527	0.015654	0.0131266	0.0387336
272	1.26542	0.995005	1.18442	0.0151626	0.0140688	0.0449532
276	1.2471	0.966453	1.50921	0.0141678	0.012634	0.0419934
280	1.22404	0.969197	1.36547	0.0140405	0.012993	0.0436494
284	1.29922	0.955862	1.29369	0.0161763	0.0129768	0.0472869
288	1.25981	0.914754	1.71668	0.0140029	0.0129073	0.0407108
292	1.25213	0.960866	1.41076	0.0142214	0.0124481	0.0371021
296	1.24064	0.965105	1.50529	0.0147169	0.012876	0.0365905
300	1.23662	0.978145	1.30696	0.0142547	0.0128091	0.0414964
304	1.2603	0.95441	1.28979	0.0139674	0.0120388	0.0375498
308	1.20075	0.975288	1.2724	0.0132365	0.0129008	0.0357323
312	1.25487	0.928227	1.48409	0.0142485	0.0131455	0.0425852
316	1.23128	0.946431	1.48215	0.014541	0.0133608	0.0413132
320	1.23725	0.944266	1.26622	0.014209	0.0125753	0.0404475
324	1.25323	0.934568	1.51748	0.0143886	0.0132584	0.0423
328	1.23312	0.956079	1.40486	0.0145172	0.0132183	0.0458638
332	1.23762	0.956081	1.24632	0.01476	0.0128309	0.0387774
