12	0	1.20306	1.33603	0	0.0367769	0.172688
16	0	1.11041	1.2218	0	0.0288757	0.114528
20	0	1.13541	1.2571	0	0.0298445	0.111718
24	0	1.01672	1.53052	0	0.0261847	0.107138
28	0	1.07013	1.24435	0	0.0244915	0.0889456
32	0	0.997477	1.27407	0	0.0217352	0.0737313
36	0	1.00371	1.15813	0	0.0225147	0.0633111
40	0	0.995983	1.17253	0	0.0200056	0.0603794
44	0	0.975384	1.19981	0	0.020249	0.0595998
48	0	0.946378	1.30828	0	0.0187702	0.0552593
52	0	0.95801	1.22466	0	0.0187848	0.0592325
56	0	0.984584	1.10311	0	0.018382	0.0519725
60	0	0.980124	1.0123	0	0.018957	0.0511746
64	0	0.941323	1.16762	0	0.0176132	0.0519643
68	0	0.966305	1.12986	0	0.0176185	0.0455213
72	0	0.96488	1.09117	0	0.0163291	0.0403633
76	0	0.929169	1.19791	0	0.0159072	0.0438353
80	0	0.908437	1.15609	0	0.0159446	0.0412155
84	0	0.92423	1.14178	0	0.0169225	0.0456435
88	0	0.945071	1.13535	0	0.0164182	0.0415416
92	0	0.942694	1.10331	0	0.0160011	0.0410787
96	0	0.911219	1.11389	0	0.0162563	0.0528604
100	0	0.92233	1.07798	0	0.0150233	0.0382479
104	0	0.925273	1.12824	0	0.0140091	0.041655
108	0	0.9314	1.14313	0	0.0153697	0.0433001
112	0	0.967571	1.00923	0	0.0148878	0.034372
116	0	0.91364	1.17373	0	0.0158557	0.0401994
120	0	0.920668	1.08838	0	0.0140955	0.033476
124	0	0.906818	1.14139	0	0.0140551	0.0343301
128	0	0.929399	1.1029	0	0.0144472	0.0360654
132	0	0.90446	1.0744	0	0.0136119	0.0322317
136	0	0.908929	1.11526	0	0.0138361	0.0339553
140	0	0.887397	1.11277	0	0.014508	0.0432205
144	0	0.886798	1.1504	0	0.0137718	0.0371325
148	0	0.88885	1.10951	0	0.0142473	0.032415
152	0	0.900242	1.07707	0	0.0136523	0.0292727
156	0	0.891293	1.07365	0	0.0132445	0.0293343
160	0	0.901678	1.11162	0	0.0130432	0.028851
164	0	0.900993	1.09724	0	0.0135181	0.0340746
168	0	0.894279	1.06458	0	0.0132923	0.0312261
172	0	0.917521	1.06543	0	0.0128314	0.029929
176	0	0.924028	1.03737	0	0.0145497	0.0298749
180	0	0.925128	1.07804	0	0.0149373	0.0322755
184	0	0.88363	1.10426	0	0.0129449	0.0305816
188	0	0.88954	1.05268	0	0.0131732	0.0274629
192	0	0.929843	1.04214	0	0.0133111	0.0258124
196	0	0.902808	1.03423	0	0.0142291	0.0305633
200	0	0.895688	1.06347	0	0.0147472	0.0311745
204	0	0.892598	1.11286	0	0.0128814	0.0321519
208	0	0.914403	1.00116	0	0.0148383	0.0285153
212	0	0.891533	1.0259	0	0.0137827	0.031229
216	0	0.879563	1.07486	0	0.0133833	0.0301345
220	0	0.892301	1.08892	0	0.0131953	0.029596
224	0	0.901988	1.03975	0	0.0150121	0.0301394
228	0	0.883465	1.04521	0	0.013508	0.0310595
232	0	0.900231	1.00428	0	0.0144396	0.027461
236	0	0.889763	1.06253	0	0.0143565	0.028697
240	0	0.89681	1.04244	0	0.0134503	0.0298756
244	0	0.911518	1.04438	0	0.0135844	0.0321339
248	0	0.885821	1.01309	0	0.0130137	0.0321753
252	0	0.896007	1.06373	0	0.0127475	0.028991
256	0	0.886928	1.05172	0	0.0124262	0.0281467
260	0	0.902081	1.00043	0	0.0128545	0.0275266
264	0	0.875452	1.00494	0	0.0133774	0.0288886
268	0	0.878819	1.0287	0	0.013974	0.0336836
272	0	0.868984	1.09454	0	0.0136448	0.031664
276	0	0.889997	1.02303	0	0.0130665	0.027436
280	0	0.88264	1.07203	0	0.013971	0.0301774
284	0	0.881468	1.04869	0	0.0132956	0.0275371
288	0	0.898478	1.019	0	0.0136137	0.024702
292	0	0.877857	1.04889	0	0.0125647	0.0272492
296	0	0.889404	1.03195	0	0.0144388	0.0273811
300	0	0.876432	1.04054	0	0.0133069	0.0307422
304	0	0.880666	1.0221	0	0.0131044	0.026913
308	0	0.866625	1.05847	0	0.0129497	0.0278709
312	0	0.893035	1.00888	0	0.0127908	0.0269032
316	0	0.879683	1.02649	0	0.0127316	0.0246104
320	0	0.885412	1.0533	0	0.0131304	0.030542
324	0	0.890698	1.01898	0	0.0142054	0.0282176
328	0	0.879293	1.01218	0	0.015136	0.0270838
332	0	0.873546	1.03375	0	0.0140187	0.0318985
336	0	0.86898	1.04922	0	0.0134957	0.0268254
340	0	0.878923	1.01613	0	0.0133325	0.0254518
344	0	0.886536	0.982348	0	0.0132624	0.0274629
348	0	0.875192	1.03449	0	0.0134776	0.0290419
